id,audio_file,x_b,x_d,y_hat_b,y_hat_d,brightness_diff,depth_diff,p_drive_s_h,p_bias,p_output_db,p_hpf_freq,p_hpf_reso,p_hat_drive_s_h,p_hat_bias,p_hat_output_db,p_hat_hpf_freq,p_hat_hpf_reso
69,audio_69.wav,0.575997531414032,0.4477725923061371,0.6339606642723083,0.35491943359375,0.05796313285827637,-0.09285315871238708,0.62190634,0.026248455,0.9341125,0.008210301,0.92733437,0.17903508,0.7450324,0.45056877,0.13429464,0.06415143
70,audio_70.wav,0.575997531414032,0.4477725923061371,0.6961089372634888,0.23604682087898254,0.12011140584945679,-0.21172577142715454,0.8155134,0.31222486,0.169128,0.32600266,0.27024674,0.18849415,0.78907996,0.47188073,0.40201214,0.17605114
71,audio_71.wav,0.575997531414032,0.4477725923061371,0.7471812963485718,0.22115787863731384,0.1711837649345398,-0.22661471366882324,0.7170527,0.9103722,0.10014123,0.6100803,0.4872375,0.19232787,0.7693261,0.45312616,0.71935374,0.60456455
72,audio_72.wav,0.575997531414032,0.4477725923061371,0.7467249035835266,0.1934080719947815,0.17072737216949463,-0.2543645203113556,0.21399462,0.97862387,0.50448483,0.5577709,0.5388878,0.17474522,0.77757514,0.44820052,0.68730336,0.53036946
73,audio_73.wav,0.575997531414032,0.4477725923061371,0.6565113067626953,0.32188740372657776,0.08051377534866333,-0.12588518857955933,0.798807,0.795789,0.5431622,0.21153003,0.13835561,0.17303248,0.76523614,0.44843724,0.20346378,0.088077836
74,audio_74.wav,0.575997531414032,0.4477725923061371,0.6889263987541199,0.23969405889511108,0.11292886734008789,-0.208078533411026,0.50900495,0.5080294,0.031009376,0.2855522,0.585899,0.23723745,0.75420785,0.48513383,0.36712095,0.18259642
75,audio_75.wav,0.575997531414032,0.4477725923061371,0.7471493482589722,0.22298766672611237,0.17115181684494019,-0.22478492558002472,0.6352809,0.9252489,0.5994577,0.67264044,0.73318064,0.19054702,0.7663452,0.4425616,0.7412104,0.6559609
76,audio_76.wav,0.575997531414032,0.4477725923061371,0.7312029004096985,0.21938872337341309,0.1552053689956665,-0.228383868932724,0.45616043,0.46748483,0.39157462,0.50937605,0.21358734,0.1962266,0.7821327,0.4773556,0.57261914,0.33944178
77,audio_77.wav,0.575997531414032,0.4477725923061371,0.6220295429229736,0.29358986020088196,0.04603201150894165,-0.15418273210525513,0.6219136,0.5167464,0.061395705,0.120109975,0.75697094,0.27879152,0.6896269,0.47353244,0.14971608,0.086647876
78,audio_78.wav,0.575997531414032,0.4477725923061371,0.7021948099136353,0.22958749532699585,0.12619727849960327,-0.21818509697914124,0.51864964,0.31198847,0.10096574,0.38442427,0.9414164,0.2309174,0.7582493,0.48948193,0.42618778,0.22522017
