,id,audio_file,x_b,x_d,y_hat_b,y_hat_d,brightness_diff,depth_diff,p_freq_hz,p_fine_hz,p_feedback,p_hat_freq_hz,p_hat_fine_hz,p_hat_feedback,class,x_emb_n=0,y_emb_n=0,colour_n=0,x_emb_n=5,y_emb_n=5,colour_n=5,x_emb_n=10,y_emb_n=10,colour_n=10,x_emb_n=25,y_emb_n=25,colour_n=25,x_emb_n=100,y_emb_n=100,colour_n=100
866,866,audio_866.wav,0.6104051470756531,0.4509032666683197,0.8689561486244202,0.0638786107301712,0.2585510015487671,-0.3870246559381485,0.6191298,0.4881196,0.7863833,0.66323197,0.64774966,0.59249145,-1,9.853389,7.1463475,#e1957f,9.559931,8.939325,#e4a27f,12.340956,7.109511,#f4a87f,10.890345,8.146778,#e9967f,10.452222,9.325152,#e7987f
867,867,audio_867.wav,0.6104051470756531,0.4509032666683197,0.8689383268356323,0.0588160678744316,0.2585331797599792,-0.3920871987938881,0.638562,0.5415447,0.04591012,0.66933596,0.645011,0.5867217,-1,9.751311,8.41417,#e0a57f,9.106584,10.054151,#ddb07f,11.805174,8.221042,#edb97f,10.486097,9.21885,#e4a67f,10.423842,10.679702,#e6ab7f
868,868,audio_868.wav,0.6104051470756531,0.4509032666683197,0.833941638469696,0.3303569555282593,0.2235364913940429,-0.1205463111400604,0.3222888,0.6083651,0.6325509,0.41000307,0.5180507,0.7958562,-1,1.078274,-3.5478692,#590b7f,2.902001,-3.5565639,#79007f,3.6144128,-2.591461,#810e7f,3.6732492,-1.7083684,#86057f,3.939106,-1.8230119,#81027f
869,869,audio_869.wav,0.6104051470756531,0.4509032666683197,0.7986570000648499,0.3361309766769409,0.1882518529891967,-0.1147722899913787,0.1138373,0.5033467,0.4636109,0.26421085,0.3702374,0.8680215,-1,-4.408958,8.853977,#04ab7f,-3.1317637,5.7623544,#19797f,-5.369715,7.6502924,#0cb07f,-4.9598126,7.6005273,#0e8e7f,-3.4802384,7.5980067,#0d817f
870,870,audio_870.wav,0.6104051470756531,0.4509032666683197,0.8689384460449219,0.0588574819266796,0.2585332989692688,-0.3920457847416401,0.8588492,0.61688644,0.69381034,0.66735953,0.6462958,0.5874757,-1,10.012548,7.8757696,#e49e7f,9.441989,9.649323,#e2ab7f,12.1932745,7.811118,#f2b37f,10.882504,8.811698,#e9a07f,10.595721,10.070624,#e9a27f
871,871,audio_871.wav,0.6104051470756531,0.4509032666683197,0.7941219210624695,0.3352997601032257,0.1837167739868164,-0.115603506565094,0.08366364,0.92615575,0.39590198,0.24973337,0.35340235,0.8701108,-1,-4.315331,10.1954,#06bc7f,-3.385435,7.0969534,#158a7f,-5.7307425,8.807659,#07c37f,-5.5546784,8.841591,#06a07f,-3.9350343,8.765895,#06917f
872,872,audio_872.wav,0.6104051470756531,0.4509032666683197,0.8006040453910828,0.3374091684818268,0.1901988983154297,-0.1134940981864929,0.12939596,0.70378107,0.32056057,0.2693343,0.3756695,0.866166,-1,-4.1937056,7.1060266,#08947f,-2.94483,4.5820174,#1c697f,-4.572865,6.3155203,#169b7f,-4.2904515,5.7831283,#17737f,-3.1359804,6.230956,#136f7f
873,873,audio_873.wav,0.6104051470756531,0.4509032666683197,0.8682730793952942,0.0707764327526092,0.2578679323196411,-0.3801268339157104,0.9746829,0.4216388,0.39882612,0.6443544,0.65273273,0.6113535,-1,9.213283,-1.2378188,#d7297f,9.582729,1.5553951,#e5427f,11.792337,-0.123738006,#ec357f,11.810502,0.61989576,#f6287f,11.153985,2.127372,#f2387f
874,874,audio_874.wav,0.6104051470756531,0.4509032666683197,0.8287375569343567,0.332118958234787,0.2183324098587036,-0.1187843084335327,0.31155694,0.83057517,0.3478884,0.3908509,0.49840212,0.8106921,-1,0.59313136,-3.1712246,#52107f,2.4148688,-3.4161804,#72017f,3.1221192,-2.3655908,#7b117f,3.1727667,-1.6727763,#7f067f,3.3167505,-1.7148858,#77047f
875,875,audio_875.wav,0.6104051470756531,0.4509032666683197,0.8324446082115173,0.3329082727432251,0.2220394611358642,-0.1179949939250946,0.32534814,0.5585063,0.34499246,0.40394267,0.51386213,0.8014314,-1,1.2437433,-3.669633,#5c097f,2.98684,-3.511639,#7b007f,3.6885602,-2.6286287,#820d7f,3.7399306,-1.7493513,#86057f,3.9784634,-1.7983934,#82037f
876,876,audio_876.wav,0.6104051470756531,0.4509032666683197,0.8690306544303894,0.0602615736424922,0.2586255073547363,-0.3906416930258274,0.81389934,0.018604398,0.7857389,0.6690387,0.64477205,0.58629876,-1,11.325494,12.563836,#f8db7f,7.6743793,13.758721,#c6e07f,9.606186,11.5680895,#d0ee7f,9.512466,12.61835,#d6d87f,10.721216,14.409152,#ebdd7f
877,877,audio_877.wav,0.6104051470756531,0.4509032666683197,0.8006753921508789,0.3352936804294586,0.1902702450752258,-0.115609586238861,0.13214976,0.61958146,0.7136216,0.26687995,0.37309498,0.8672261,-1,-4.437653,7.3149576,#04977f,-3.068255,4.6293583,#1a6a7f,-4.8580666,6.4865007,#129e7f,-4.1144567,5.975983,#1a767f,-3.0555134,6.4374022,#14717f
878,878,audio_878.wav,0.6104051470756531,0.4509032666683197,0.869023859500885,0.0593225583434104,0.2586187124252319,-0.3915807083249092,0.82829154,0.08187556,0.27763438,0.66966826,0.644961,0.5864568,-1,10.095733,9.683617,#e5b67f,8.890711,11.370849,#d9c17f,11.078907,9.364686,#e3cb7f,10.149084,10.753515,#dfbc7f,10.572349,12.061482,#e9bd7f
879,879,audio_879.wav,0.6104051470756531,0.4509032666683197,0.7966278791427612,0.3350429236888885,0.1862227320671081,-0.1158603429794311,0.08968568,0.79542994,0.95350444,0.25864604,0.36344087,0.86870533,-1,-4.6759334,10.075293,#00bb7f,-3.686827,6.763105,#10867f,-5.9068174,8.436083,#05bd7f,-5.16119,8.59875,#0b9d7f,-3.5068333,8.618423,#0d8f7f
880,880,audio_880.wav,0.6104051470756531,0.4509032666683197,0.7941142320632935,0.3354174792766571,0.1837090849876403,-0.1154857873916626,0.0058827996,0.89804894,0.4342987,0.24811244,0.34979695,0.8707718,-1,-4.1810517,13.783784,#08eb7f,-4.4900403,9.892882,#03ae7f,-6.1153336,11.875688,#02f37f,-5.795192,11.9852495,#02ce7f,-4.2527843,11.601353,#01b77f
881,881,audio_881.wav,0.6104051470756531,0.4509032666683197,0.8545520901679993,0.3134902715682983,0.2441469430923462,-0.1374129951000213,0.3933108,0.6855003,0.853543,0.5295633,0.6127881,0.71421564,-1,4.354242,-4.408736,#8c007f,6.12973,-2.8392851,#ad097f,6.9429007,-3.246093,#ad037f,7.0506635,-1.9356925,#b4027f,7.289124,-1.8198513,#b5027f
882,882,audio_882.wav,0.6104051470756531,0.4509032666683197,0.8690009117126465,0.0590322464704513,0.2585957646369934,-0.3918710201978683,0.81887025,0.487944,0.21030033,0.6691054,0.64473915,0.5876559,-1,10.65759,12.315869,#eed87f,8.346488,13.681911,#d1df7f,9.626189,10.958652,#d0e57f,10.096711,12.329008,#ded37f,10.296856,14.026602,#e4d87f
883,883,audio_883.wav,0.6104051470756531,0.4509032666683197,0.815854549407959,0.3376524448394775,0.2054494023323059,-0.1132508218288421,0.17262137,0.18156296,0.7536011,0.3312841,0.44184324,0.84384966,-1,-3.869118,4.5015187,#0d737f,-2.6867523,2.5584843,#204f7f,-3.2634215,4.033636,#27777f,-3.25809,3.8317513,#26577f,-1.9779717,4.0272193,#25517f
884,884,audio_884.wav,0.6104051470756531,0.4509032666683197,0.796567440032959,0.3348524868488312,0.1861622929573059,-0.1160507798194885,0.038594067,0.8295057,0.3338377,0.25494236,0.35905853,0.8694836,-1,-4.3258276,12.859924,#06df7f,-4.107284,9.037236,#09a37f,-6.0688357,10.921608,#02e47f,-5.8863254,11.016629,#01c07f,-4.264069,10.752113,#01ac7f
885,885,audio_885.wav,0.6104051470756531,0.4509032666683197,0.8690230250358582,0.0601409301161766,0.2586178779602051,-0.3907623365521431,0.7550106,0.45187086,0.41145575,0.66856086,0.645346,0.5878526,-1,11.463098,15.155943,#fafc7f,6.2594976,15.988201,#affd7f,6.948789,12.505478,#adfd7f,9.58108,15.202897,#d7fe7f,10.843469,16.803713,#edfd7f
886,886,audio_886.wav,0.6104051470756531,0.4509032666683197,0.8680792450904846,0.0711822807788848,0.2576740980148315,-0.3797209858894348,0.988301,0.46577197,0.8910442,0.64678746,0.652298,0.61012834,-1,8.797672,-1.8017577,#d1217f,9.163552,1.0532357,#de3b7f,11.495211,-0.6856238,#e82c7f,11.615801,0.058932003,#f41f7f,10.979345,1.4961983,#ef2f7f
887,887,audio_887.wav,0.6104051470756531,0.4509032666683197,0.7966098189353943,0.3347512483596802,0.1862046718597412,-0.1161520183086395,0.23704535,0.652953,0.6522225,0.25589362,0.35805884,0.8710265,-1,-2.8515053,0.68889207,#1c427f,-1.4474307,-0.86367786,#34237f,-1.1401134,0.62475634,#43417f,-0.928129,0.22410442,#46227f,-0.31536403,0.65043765,#3f247f
888,888,audio_888.wav,0.6104051470756531,0.4509032666683197,0.869035542011261,0.0596236363053321,0.2586303949356079,-0.3912796303629875,0.7696538,0.5985923,0.07898474,0.6688941,0.64513797,0.58757055,-1,11.100372,14.874913,#f5f97f,6.5390563,15.781563,#b4fb7f,7.2261257,12.1624,#b1f87f,9.804031,14.927905,#dafa7f,10.556306,16.756304,#e8fc7f
889,889,audio_889.wav,0.6104051470756531,0.4509032666683197,0.8324543833732605,0.3307546079158783,0.2220492362976074,-0.1201486587524414,0.37013727,0.5349853,0.34037095,0.40334493,0.51474494,0.80039686,-1,2.8877203,-4.344051,#75017f,5.009929,-3.3629744,#9b027f,5.6956425,-3.275345,#9d037f,5.711842,-1.9478962,#a2027f,5.9885316,-1.9973301,#a1007f
890,890,audio_890.wav,0.6104051470756531,0.4509032666683197,0.8690065145492554,0.0593347437679767,0.2586013674736023,-0.3915685229003429,0.8324776,0.89218444,0.5113223,0.66934407,0.645019,0.5870153,-1,10.134038,9.365913,#e6b27f,9.134231,11.104463,#ddbe7f,11.146729,9.052289,#e4c77f,10.235331,10.413624,#e0b77f,10.688588,11.604761,#eab77f
891,891,audio_891.wav,0.6104051470756531,0.4509032666683197,0.8691104054450989,0.06047348305583,0.2587052583694458,-0.3904297836124897,0.715096,0.59956324,0.9197514,0.6695685,0.64471465,0.5866615,-1,11.409018,13.794116,#f9eb7f,7.1141443,14.817187,#bdee7f,8.413392,12.135804,#c0f77f,9.444961,13.879526,#d5ea7f,10.66478,15.631611,#eaed7f
892,892,audio_892.wav,0.6104051470756531,0.4509032666683197,0.8689924478530884,0.0635103806853294,0.2585873007774353,-0.3873928859829902,0.6814159,0.19019073,0.33003896,0.66902465,0.6454175,0.587738,-1,10.899942,12.196259,#f2d67f,8.034232,13.864975,#cce27f,9.566892,11.136299,#cfe87f,9.901656,12.463395,#dcd57f,10.44859,14.213742,#e7da7f
893,893,audio_893.wav,0.6104051470756531,0.4509032666683197,0.8253045678138733,0.3353510797023773,0.2148994207382202,-0.1155521869659423,0.3197431,0.17375922,0.84871155,0.38288185,0.48994318,0.8158425,-1,0.59033287,-3.1501782,#52107f,2.3832731,-3.4263294,#71017f,3.0401287,-2.298203,#7a127f,3.1505132,-1.6479974,#7e067f,3.301021,-1.7022653,#77047f
894,894,audio_894.wav,0.6104051470756531,0.4509032666683197,0.869035005569458,0.0584120079874992,0.2586298584938049,-0.3924912586808204,0.7449903,0.47683257,0.19195443,0.6682037,0.64549035,0.5884431,-1,11.077538,15.009988,#f4fb7f,6.3019238,15.741664,#b0fa7f,7.033017,12.2245245,#aef97f,9.661266,15.090219,#d8fc7f,10.626348,16.793692,#e9fd7f
895,895,audio_895.wav,0.6104051470756531,0.4509032666683197,0.8691010475158691,0.0609050467610359,0.258695900440216,-0.3899982199072838,0.7979567,0.1808759,0.56099325,0.6693525,0.6448235,0.5868818,-1,11.295722,13.257501,#f8e47f,7.3635373,14.453258,#c1e97f,8.884895,11.90072,#c6f47f,9.546093,13.383735,#d7e37f,10.631361,15.131873,#eae67f
896,896,audio_896.wav,0.6104051470756531,0.4509032666683197,0.8684672713279724,0.067466028034687,0.2580621242523193,-0.3834372386336326,0.9420604,0.52819914,0.7298535,0.64782935,0.6503214,0.60961765,-1,9.784502,1.308311,#e04a7f,10.831754,3.8073404,#f95f7f,12.754055,2.069539,#f9587f,12.23548,3.2016366,#fc4d7f,11.876594,4.5481133,#fd587f
897,897,audio_897.wav,0.6104051470756531,0.4509032666683197,0.8304281830787659,0.3313481509685516,0.2200230360031128,-0.119555115699768,0.31433755,0.6099727,0.58911115,0.40186426,0.51143146,0.8027088,-1,0.72718877,-3.2713711,#540e7f,2.4490883,-3.350446,#72027f,3.1036322,-2.3087373,#7b127f,3.0870116,-1.6052684,#7d077f,3.3323464,-1.6055282,#78057f
898,898,audio_898.wav,0.6104051470756531,0.4509032666683197,0.8690289258956909,0.066529169678688,0.2586237788200378,-0.3843740969896316,0.78972816,0.22034991,0.7395238,0.66851115,0.64559567,0.5881594,-1,11.336948,13.947613,#f8ed7f,7.1054254,14.913309,#bdef7f,8.229237,12.084593,#bef77f,9.529893,14.025956,#d7ec7f,10.6024,15.7631445,#e9ef7f
899,899,audio_899.wav,0.6104051470756531,0.4509032666683197,0.8687665462493896,0.0649904683232307,0.2583613991737366,-0.3859127983450889,0.54210263,0.15155232,0.4479078,0.65896887,0.6494144,0.59771883,-1,9.546752,0.7289883,#dd427f,10.437633,3.3656905,#f2597f,12.367539,1.5232539,#f44f7f,12.12427,2.6032443,#fb457f,11.6201935,3.8593109,#f94f7f
900,900,audio_900.wav,0.6104051470756531,0.4509032666683197,0.8687301874160767,0.064969353377819,0.2583250403404236,-0.3859339132905006,0.56405634,0.87455463,0.82092434,0.65341794,0.6499969,0.60289705,-1,9.700306,2.3106878,#df577f,11.109262,4.6875057,#fd6b7f,13.083093,2.9011264,#fd657f,11.992095,4.0800223,#f95a7f,11.853717,5.504108,#fd657f
901,901,audio_901.wav,0.6104051470756531,0.4509032666683197,0.8690647482872009,0.0603891909122467,0.2586596012115478,-0.390514075756073,0.65833676,0.35765642,0.6701678,0.6700503,0.6440184,0.5855646,-1,10.128759,9.0226,#e6ad7f,9.229076,10.914364,#dfbb7f,11.259758,8.782583,#e5c27f,10.431583,10.094855,#e3b37f,10.718358,11.43936,#ebb57f
902,902,audio_902.wav,0.6104051470756531,0.4509032666683197,0.8665104508399963,0.0797986090183258,0.2561053037643432,-0.3711046576499939,0.44450003,0.63665587,0.809839,0.6267927,0.64711666,0.6303807,-1,6.888612,-3.9179091,#b3067f,7.703733,-1.3367501,#c61c7f,9.066553,-2.6505833,#c90d7f,9.415939,-1.5866948,#d5077f,9.369732,-0.71108454,#d6117f
903,903,audio_903.wav,0.6104051470756531,0.4509032666683197,0.80263751745224,0.335578978061676,0.1922323703765869,-0.1153242886066436,0.2620319,0.49016756,0.8030364,0.2719183,0.37624547,0.8677267,-1,-1.9823034,-1.152327,#2a2a7f,-0.416183,-2.4016862,#440f7f,0.22961663,-0.941268,#55287f,0.2589216,-0.9289833,#56117f,0.5023257,-0.6833849,#4c127f
904,904,audio_904.wav,0.6104051470756531,0.4509032666683197,0.8690346479415894,0.0575403459370136,0.2586295008659363,-0.3933629207313061,0.84492993,0.9843351,0.2518584,0.66914606,0.6452395,0.5873128,-1,9.86216,9.133376,#e2af7f,9.063243,10.812357,#dcba7f,11.421692,8.911843,#e8c47f,10.15891,10.019478,#dfb27f,10.624713,11.296822,#e9b37f
905,905,audio_905.wav,0.6104051470756531,0.4509032666683197,0.7965136766433716,0.334132969379425,0.1861085295677185,-0.1167702972888946,0.10126102,0.7348018,0.52222854,0.25682107,0.36146528,0.8696232,-1,-4.4850783,9.5701275,#03b47f,-3.4980366,6.4944763,#13827f,-5.7404084,8.251937,#07ba7f,-5.1319904,8.32108,#0c997f,-3.6361783,8.309618,#0b8b7f
906,906,audio_906.wav,0.6104051470756531,0.4509032666683197,0.8690221309661865,0.0645839795470237,0.2586169838905334,-0.3863192871212959,0.6524016,0.6323854,0.79687953,0.66803604,0.64580023,0.58768326,-1,10.078601,8.950594,#e5ac7f,9.241158,10.777344,#dfba7f,11.306907,8.673381,#e6c07f,10.340169,9.921311,#e2b07f,10.638623,11.255446,#eab27f
907,907,audio_907.wav,0.6104051470756531,0.4509032666683197,0.7940630912780762,0.3353656828403473,0.1836579442024231,-0.1155375838279724,0.22117662,0.40722078,0.4592418,0.25039187,0.35306826,0.8701011,-1,-3.226402,1.7706989,#17507f,-1.8916514,0.19613534,#2d307f,-1.8671205,1.9299967,#39557f,-1.3077865,1.0263544,#412e7f,-0.7346468,1.752053,#38337f
908,908,audio_908.wav,0.6104051470756531,0.4509032666683197,0.8509549498558044,0.3204913735389709,0.2405498027801513,-0.1304118931293487,0.49441367,0.7580642,0.8751712,0.5072606,0.5949651,0.7373801,-1,8.617152,-1.7335179,#ce227f,9.07158,0.9314042,#dc3a7f,11.378547,-0.7216065,#e72b7f,11.56199,-0.065198,#f31d7f,10.896595,1.4133689,#ee2e7f
909,909,audio_909.wav,0.6104051470756531,0.4509032666683197,0.8689336776733398,0.0653688982129097,0.2585285305976867,-0.38553436845541,0.92999685,0.7744339,0.39925396,0.65990454,0.6487805,0.59633654,-1,9.475179,2.12525,#dc547f,10.857968,4.6909275,#f96b7f,12.828142,2.9580376,#fa667f,11.813599,4.019395,#f6597f,11.617664,5.437356,#f9647f
910,910,audio_910.wav,0.6104051470756531,0.4509032666683197,0.868710458278656,0.0667513236403465,0.2583053112030029,-0.3841519430279732,0.5913092,0.24312925,0.8362538,0.6533628,0.6507892,0.60296696,-1,9.5712595,4.384345,#dd717f,10.524903,6.89328,#f4877f,12.360049,5.1629105,#f4897f,11.742977,6.1371284,#f5797f,10.511779,7.489804,#e8807f
911,911,audio_911.wav,0.6104051470756531,0.4509032666683197,0.8619948029518127,0.0875377133488655,0.2515896558761596,-0.3633655533194542,0.47145057,0.04080212,0.19227219,0.5857796,0.6309116,0.6815589,-1,7.8146377,-3.2663498,#c20e7f,8.364894,-0.4786512,#d1287f,10.135778,-1.8973832,#d7197f,10.365209,-1.1298733,#e20e7f,10.042306,0.07608533,#e01c7f
912,912,audio_912.wav,0.6104051470756531,0.4509032666683197,0.7986820340156555,0.3361956477165222,0.1882768869400024,-0.1147076189517974,0.051360726,0.96823925,0.15825742,0.25973827,0.36375213,0.86892754,-1,-4.2964816,12.482217,#06da7f,-3.9738996,8.647428,#0b9e7f,-6.0149984,10.606408,#03df7f,-5.796417,10.658511,#02bb7f,-4.069651,10.308659,#04a67f
913,913,audio_913.wav,0.6104051470756531,0.4509032666683197,0.8684389591217041,0.0687172189354896,0.258033812046051,-0.38218604773283,0.536065,0.8862452,0.19489431,0.6476919,0.651828,0.6079923,-1,9.2409525,0.6415023,#d8417f,10.150888,3.3350556,#ee597f,12.027837,1.6112592,#ef507f,11.909857,2.572398,#f8447f,11.391447,3.8523054,#f54f7f
914,914,audio_914.wav,0.6104051470756531,0.4509032666683197,0.7919387817382812,0.3366782665252685,0.1815336346626281,-0.1142250001430511,0.23959571,0.24087685,0.6092716,0.24611266,0.3455372,0.8713951,-1,-3.0495322,0.9196153,#19457f,-1.5615802,-0.6916274,#32257f,-1.3533854,0.92347425,#40457f,-1.0842543,0.44157347,#44257f,-0.40992916,0.9390005,#3d287f
915,915,audio_915.wav,0.6104051470756531,0.4509032666683197,0.8537615537643433,0.3164950907230377,0.2433564066886901,-0.1344081759452819,0.38204366,0.8910876,0.7400512,0.52317244,0.61318797,0.7171261,-1,3.5186667,-4.3815675,#7f007f,5.565925,-3.1329155,#a4057f,6.2985954,-3.2427247,#a4037f,6.3184967,-1.925805,#aa027f,6.5473094,-1.9804269,#aa007f
916,916,audio_916.wav,0.6104051470756531,0.4509032666683197,0.802619457244873,0.3359670042991638,0.1922143101692199,-0.1149362623691558,0.21623737,0.07599604,0.06032157,0.27213413,0.37873796,0.8657956,-1,-3.5894172,2.8461888,#115d7f,-2.2072983,1.2171746,#283e7f,-2.3739445,2.835528,#33647f,-2.469249,2.7819958,#31477f,-1.1220785,2.6513052,#323f7f
917,917,audio_917.wav,0.6104051470756531,0.4509032666683197,0.7965705394744873,0.3355200588703155,0.1861653923988342,-0.1153832077980041,0.25705218,0.93401885,0.9658833,0.25357652,0.35453823,0.8714967,-1,-2.0370264,-1.1138151,#292a7f,-0.46093515,-2.3282747,#44107f,0.18384339,-0.8561473,#54297f,0.19421472,-0.8610699,#55127f,0.41122502,-0.57076216,#4a137f
918,918,audio_918.wav,0.6104051470756531,0.4509032666683197,0.8545539975166321,0.3156175315380096,0.244148850440979,-0.13528573513031,0.4993915,0.49787033,0.97082716,0.5306681,0.60968375,0.72212434,-1,8.747478,-1.8512203,#d0217f,9.134608,1.032504,#dd3b7f,11.39268,-0.62929255,#e72d7f,11.562424,0.045137033,#f31f7f,10.91581,1.4387382,#ee2e7f
919,919,audio_919.wav,0.6104051470756531,0.4509032666683197,0.843368411064148,0.3273341953754425,0.2329632639884948,-0.1235690712928772,0.37202537,0.48707497,0.7117525,0.45581105,0.56594676,0.75991863,-1,3.237787,-4.3710303,#7b007f,5.270035,-3.2073786,#9f047f,6.0043273,-3.1682103,#a1047f,5.848535,-1.8292518,#a4047f,6.0630927,-1.990194,#a2007f
920,920,audio_920.wav,0.6104051470756531,0.4509032666683197,0.8398054838180542,0.3296509683132171,0.2294003367424011,-0.1212522983551025,0.38507068,0.026111543,0.12146157,0.43549955,0.54663557,0.77531993,-1,3.4726458,-4.3177648,#7e017f,5.578625,-3.1097922,#a4057f,6.2369485,-3.4105165,#a4017f,6.3021235,-2.1072285,#aa007f,6.5573673,-1.9376961,#aa017f
921,921,audio_921.wav,0.6104051470756531,0.4509032666683197,0.7965498566627502,0.3373007178306579,0.1861447095870971,-0.1136025488376617,0.028696299,0.82679456,0.7331446,0.25357485,0.3572302,0.86941993,-1,-4.294657,12.393547,#06d97f,-4.070004,8.670206,#0a9e7f,-6.17188,10.604078,#01df7f,-5.8055215,10.639518,#02bb7f,-4.1473303,10.453457,#03a77f
922,922,audio_922.wav,0.6104051470756531,0.4509032666683197,0.8370033502578735,0.3311015367507934,0.2265982031822204,-0.1198017299175262,0.31408882,0.023633182,0.3830309,0.4225392,0.53137165,0.7877269,-1,0.53206486,-3.0941842,#51117f,2.3025467,-3.4282649,#70017f,2.9692342,-2.2767584,#79137f,2.9506202,-1.5877519,#7c077f,3.2012649,-1.671041,#76047f
923,923,audio_923.wav,0.6104051470756531,0.4509032666683197,0.868949830532074,0.0631937459111213,0.2585446834564209,-0.3877095207571983,0.75220245,0.7041404,0.6986605,0.66378725,0.6466882,0.5934183,-1,11.554702,15.195311,#fcfd7f,6.0629115,15.759911,#acfa7f,6.958786,12.44874,#adfc7f,9.396934,15.113636,#d5fc7f,10.940988,16.808027,#eefd7f
924,924,audio_924.wav,0.6104051470756531,0.4509032666683197,0.828728199005127,0.3318155109882355,0.2183230519294738,-0.1190877556800842,0.32386297,0.5834066,0.65213424,0.3949728,0.5028398,0.8077954,-1,1.0546815,-3.5237045,#590b7f,2.8602526,-3.5478914,#79007f,3.5324206,-2.5333636,#800e7f,3.597226,-1.727494,#85057f,3.8322215,-1.7031646,#7f047f
925,925,audio_925.wav,0.6104051470756531,0.4509032666683197,0.796571671962738,0.3350780010223388,0.1861665248870849,-0.1158252656459808,0.23161745,0.89932704,0.9360024,0.25752106,0.3581987,0.8703749,-1,-2.9761107,0.92851335,#1a457f,-1.5409482,-0.7023407,#32257f,-1.3060269,0.90725005,#41457f,-1.0511168,0.41004163,#44247f,-0.45343873,0.96503377,#3d287f
926,926,audio_926.wav,0.6104051470756531,0.4509032666683197,0.8676177263259888,0.0746078118681907,0.2572125792503357,-0.3762954548001289,0.56358784,0.52933073,0.8680205,0.63997453,0.65057415,0.6191025,-1,9.731592,2.2298706,#df557f,11.114292,4.585555,#fd697f,13.0275955,2.8062913,#fd637f,12.063658,3.9606757,#fa597f,11.908638,5.437436,#fd647f
927,927,audio_927.wav,0.6104051470756531,0.4509032666683197,0.8517357707023621,0.3188276290893554,0.2413306236267089,-0.1320756375789642,0.4194678,0.58852637,0.7701923,0.5124913,0.580633,0.7394903,-1,5.8272543,-4.3060293,#a3017f,7.0454903,-2.0414336,#bc137f,8.138773,-3.0024533,#bd077f,8.431785,-1.8102342,#c7047f,8.61367,-1.2708378,#ca0a7f
928,928,audio_928.wav,0.6104051470756531,0.4509032666683197,0.8048503398895264,0.3360217809677124,0.1944451928138733,-0.1148814857006073,0.13223422,0.84768367,0.3504398,0.27863398,0.38613263,0.86278844,-1,-4.1209793,7.1334,#09957f,-2.899952,4.5384445,#1c697f,-4.559115,6.344091,#169b7f,-4.297584,5.814143,#17747f,-3.1640956,6.282386,#126f7f
929,929,audio_929.wav,0.6104051470756531,0.4509032666683197,0.8690707087516785,0.0619724057614803,0.2586655616760254,-0.3889308609068393,0.79007035,0.8443988,0.8383449,0.6678324,0.645928,0.58930296,-1,11.129706,13.240625,#f5e47f,7.56473,14.519473,#c4ea7f,8.905606,11.733596,#c7f17f,9.827537,13.342508,#dbe27f,10.416624,15.094145,#e6e67f
930,930,audio_930.wav,0.6104051470756531,0.4509032666683197,0.851064145565033,0.3203500807285309,0.2406589984893798,-0.1305531859397888,0.42494768,0.2348327,0.056972504,0.5037929,0.60700715,0.7256201,-1,5.6816196,-4.309332,#a1017f,7.079387,-2.0438194,#bc137f,8.175145,-3.0404859,#bd067f,8.376028,-1.7516719,#c7057f,8.624068,-1.3441244,#ca097f
931,931,audio_931.wav,0.6104051470756531,0.4509032666683197,0.8651140332221985,0.089884378015995,0.2547088861465454,-0.3610188886523247,0.40394598,0.16252387,0.85366106,0.6150066,0.6435782,0.64609987,-1,4.546888,-4.4235125,#8f007f,6.3188396,-2.679967,#b00b7f,7.111902,-3.225508,#af037f,7.186512,-1.918168,#b6027f,7.468898,-1.7626652,#b8037f
932,932,audio_932.wav,0.6104051470756531,0.4509032666683197,0.8643519282341003,0.087574265897274,0.2539467811584472,-0.3633290007710457,0.5033006,0.19022387,0.67680067,0.6080593,0.6394155,0.6580892,-1,8.721387,-1.8171467,#d0217f,9.166177,1.0296074,#de3b7f,11.305789,-0.6908867,#e62c7f,11.595252,0.066676214,#f31f7f,10.803342,1.3417672,#ec2d7f
933,933,audio_933.wav,0.6104051470756531,0.4509032666683197,0.7941085696220398,0.336221694946289,0.1837034225463867,-0.1146815717220306,0.21496332,0.10048425,0.7491792,0.24967921,0.35132363,0.8699311,-1,-3.3113174,2.071297,#15537f,-2.0663013,0.41964203,#2a337f,-2.1742613,2.2083714,#355a7f,-2.3362339,2.1020956,#323d7f,-0.87434924,1.9425037,#36357f
934,934,audio_934.wav,0.6104051470756531,0.4509032666683197,0.8690921068191528,0.0585872493684291,0.2586869597434997,-0.3923160172998905,0.84968394,0.69995284,0.24843544,0.66972256,0.64499855,0.5862146,-1,9.817408,8.998101,#e1ad7f,9.042935,10.714795,#dcb97f,11.560047,8.772622,#e9c27f,10.296452,9.967706,#e1b17f,10.553766,11.303536,#e8b37f
935,935,audio_935.wav,0.6104051470756531,0.4509032666683197,0.8680497407913208,0.0717460811138153,0.2576445937156677,-0.3791571855545044,0.5436819,0.5146682,0.90709805,0.6434091,0.6501483,0.61470324,-1,9.767097,0.8580298,#e0447f,10.726881,3.4386647,#f75a7f,12.648604,1.6827663,#f8517f,12.341245,2.86472,#fe487f,11.83588,4.1573534,#fc537f
